100,171,10000,2020-11-17 22:54:32,700
100,141,10001,2020-11-16 01:36:32,200
100,126,10002,2020-11-11 06:58:49,600
100,147,10003,2020-11-16 07:14:01,300
100,147,10004,2020-11-13 09:47:29,700
100,198,10005,2020-11-12 22:18:24,600
100,198,10006,2020-11-18 14:16:08,800
100,157,10007,2020-11-19 20:29:15,700
100,147,10008,2020-11-14 01:53:55,700
100,172,10009,2020-11-16 12:10:17,500
100,198,10010,2020-11-10 16:49:13,800
100,172,10011,2020-11-19 00:46:41,800
100,172,10012,2020-11-13 01:33:31,900
100,153,10013,2020-11-13 06:46:54,300
100,136,10014,2020-11-16 12:48:39,900
100,147,10015,2020-11-10 11:47:49,100
100,157,10016,2020-11-15 01:36:48,500
100,176,10017,2020-11-14 12:24:01,500
100,141,10018,2020-11-11 14:28:32,800
100,126,10019,2020-11-18 05:22:43,900
101,144,10100,2020-11-17 22:54:32,700
101,120,10101,2020-11-16 01:36:32,200
101,112,10102,2020-11-11 06:58:49,600
101,130,10103,2020-11-16 07:14:01,300
101,130,10104,2020-11-13 09:47:29,700
101,175,10105,2020-11-12 22:18:24,600
101,172,10106,2020-11-18 14:16:08,800
101,137,10107,2020-11-19 20:29:15,700
101,130,10108,2020-11-14 01:53:55,700
101,147,10109,2020-11-16 12:10:17,500
101,172,10110,2020-11-10 16:49:13,800
101,147,10111,2020-11-19 00:46:41,800
101,152,10112,2020-11-13 01:33:31,900
101,131,10113,2020-11-13 06:46:54,300
101,115,10114,2020-11-16 12:48:39,900
101,128,10115,2020-11-10 11:47:49,100
101,142,10116,2020-11-15 01:36:48,500
101,155,10117,2020-11-14 12:24:01,500
101,127,10118,2020-11-11 14:28:32,800
101,190,10119,2020-11-10 19:22:51,900
101,190,10120,2020-11-18 05:48:10,300
101,127,10121,2020-11-14 13:19:06,700
101,120,10122,2020-11-12 19:13:41,800
101,135,10123,2020-11-19 07:11:02,200
101,144,10124,2020-11-18 18:33:06,300
101,144,10125,2020-11-18 01:26:12,100
101,128,10126,2020-11-16 23:16:37,700
101,189,10127,2020-11-15 04:10:17,500
101,115,10128,2020-11-17 19:09:53,900
101,162,10129,2020-11-11 03:16:04,500
101,162,10130,2020-11-18 10:56:18,100
101,107,10131,2020-11-15 01:41:55,700
101,113,10132,2020-11-19 15:21:33,300
101,172,10133,2020-11-12 01:08:27,400
101,155,10134,2020-11-13 22:41:50,100
101,162,10135,2020-11-13 17:29:19,300
101,137,10136,2020-11-10 23:00:31,100
101,190,10137,2020-11-16 10:51:41,900
101,189,10138,2020-11-14 14:04:13,200
101,128,10139,2020-11-12 23:19:09,100
101,147,10140,2020-11-16 04:04:37,900
101,144,10141,2020-11-13 16:44:02,300
101,189,10142,2020-11-11 11:43:10,500
101,112,10143,2020-11-13 05:39:36,300
101,145,10144,2020-11-15 13:48:17,200
101,131,10145,2020-11-14 13:14:45,500
101,113,10146,2020-11-14 08:59:55,400
101,142,10147,2020-11-11 00:00:21,900
101,162,10148,2020-11-13 12:42:31,900
101,113,10149,2020-11-13 19:38:21,200
102,161,10200,2020-11-17 22:54:32,700
102,131,10201,2020-11-16 01:36:32,200
102,108,10202,2020-11-11 06:58:49,600
102,140,10203,2020-11-16 07:14:01,300
102,140,10204,2020-11-13 09:47:29,700
102,191,10205,2020-11-12 22:18:24,600
102,189,10206,2020-11-18 14:16:08,800
102,154,10207,2020-11-19 20:29:15,700
102,140,10208,2020-11-14 01:53:55,700
102,173,10209,2020-11-16 12:10:17,500
102,189,10210,2020-11-10 16:49:13,800
102,173,10211,2020-11-19 00:46:41,800
102,179,10212,2020-11-13 01:33:31,900
102,143,10213,2020-11-13 06:46:54,300
102,123,10214,2020-11-16 12:48:39,900
102,135,10215,2020-11-10 11:47:49,100
102,155,10216,2020-11-15 01:36:48,500
102,180,10217,2020-11-14 12:24:01,500
102,134,10218,2020-11-11 14:28:32,800
102,108,10219,2020-11-18 05:22:43,900
103,171,10300,2020-11-17 22:54:32,700
103,134,10301,2020-11-16 01:36:32,200
103,117,10302,2020-11-11 06:58:49,600
103,146,10303,2020-11-16 07:14:01,300
103,146,10304,2020-11-13 09:47:29,700
103,188,10305,2020-11-12 22:18:24,600
103,187,10306,2020-11-18 14:16:08,800
103,153,10307,2020-11-19 20:29:15,700
103,146,10308,2020-11-14 01:53:55,700
103,179,10309,2020-11-16 12:10:17,500
103,187,10310,2020-11-10 16:49:13,800
103,179,10311,2020-11-19 00:46:41,800
103,181,10312,2020-11-13 01:33:31,900
103,147,10313,2020-11-13 06:46:54,300
103,120,10314,2020-11-16 12:48:39,900
103,143,10315,2020-11-10 11:47:49,100
103,170,10316,2020-11-15 01:36:48,500
103,183,10317,2020-11-14 12:24:01,500
103,140,10318,2020-11-11 14:28:32,800
103,117,10319,2020-11-18 05:22:43,900
103,134,10320,2020-11-12 23:21:30,200
103,140,10321,2020-11-14 13:19:06,700
103,134,10322,2020-11-12 19:13:41,800
103,150,10323,2020-11-19 07:11:02,200
103,171,10324,2020-11-18 18:33:06,300
103,171,10325,2020-11-18 01:26:12,100
103,143,10326,2020-11-16 23:16:37,700
103,181,10327,2020-11-17 09:19:43,500
103,120,10328,2020-11-17 19:09:53,900
103,184,10329,2020-11-11 03:16:04,500
103,184,10330,2020-11-18 10:56:18,100
103,116,10331,2020-11-15 01:41:55,700
103,119,10332,2020-11-19 15:21:33,300
103,187,10333,2020-11-12 01:08:27,400
103,183,10334,2020-11-13 22:41:50,100
103,184,10335,2020-11-13 17:29:19,300
103,153,10336,2020-11-10 23:00:31,100
103,188,10337,2020-11-11 06:59:04,900
103,178,10338,2020-11-14 15:57:54,200
103,143,10339,2020-11-12 23:19:09,100
104,161,10400,2020-11-17 22:54:32,700
104,129,10401,2020-11-16 01:36:32,200
104,118,10402,2020-11-11 06:58:49,600
104,139,10403,2020-11-16 07:14:01,300
104,139,10404,2020-11-13 09:47:29,700
104,144,10405,2020-11-17 19:01:43,900
104,196,10406,2020-11-18 14:16:08,800
104,147,10407,2020-11-19 20:29:15,700
104,139,10408,2020-11-14 01:53:55,700
104,174,10409,2020-11-16 12:10:17,500
105,138,10500,2020-11-17 22:54:32,700
105,118,10501,2020-11-16 01:36:32,200
105,108,10502,2020-11-11 06:58:49,600
105,123,10503,2020-11-16 07:14:01,300
105,123,10504,2020-11-13 09:47:29,700
105,164,10505,2020-11-12 22:18:24,600
105,178,10506,2020-11-16 02:43:00,200
105,133,10507,2020-11-19 20:29:15,700
105,123,10508,2020-11-14 01:53:55,700
105,142,10509,2020-11-16 12:10:17,500
105,163,10510,2020-11-10 16:49:13,800
105,142,10511,2020-11-19 00:46:41,800
